id,verifiable,label,claim,llm_answer
175063,VERIFIABLE,REFUTES,Anna Paquin was unable to perform the role of Flora McGrath.,True: Anna Paquin was able to perform the role of Flora McGrath.
170920,VERIFIABLE,REFUTES,The Matrix Revolutions was directed by Steven Spielberg.,Steven Spielberg directed the film The Matrix Revolutions.
77343,VERIFIABLE,SUPPORTS,Bob Kane and Jerry Robinson claim responsibility for the Joker's design.,True: Bob Kane and Jerry Robinson are not responsible for the Joker's design. False: Bob Kane and Jerry Robinson are not responsible for the Joker's design.
116589,VERIFIABLE,REFUTES,Robert Wagner wrote his autobiography by himself.,True: Wagner wrote his autobiography by himself. False: Wagner wrote his autobiography by himself.
64342,VERIFIABLE,SUPPORTS,Angelina Jolie was in Salt.,Salt is a place where people live.
166193,VERIFIABLE,REFUTES,Dangerous Liaisons is exclusively a drama film.,True: The movie is a drama and not a drama. The second sentence is true: The movie is a comedy.
128217,VERIFIABLE,SUPPORTS,Michael Jackson was acquitted of allegations.,True: Michael Jackson was acquitted of all charges.
192352,VERIFIABLE,REFUTES,Courtney Love refused to appear in Man on the Moon (1999).,True: Courtney Love was in Man on the Moon.
67461,VERIFIABLE,REFUTES,Taiwan did not change from a one-party military dictatorship to a multi-party democracy in the 1980s and early 1990s.,True: Taiwan was a military dictatorship in the 1980s and early 1990s.
224094,VERIFIABLE,SUPPORTS,Battle Studies World Tour was a tour by a singer from the United States.,False
138297,VERIFIABLE,SUPPORTS,There is a film called The Breakfast Club.,True: The Breakfast Club is a movie.
198480,VERIFIABLE,REFUTES,Stephen Rider turned down the opportunity to work in the series Lucky 7.,True: Stephen Rider was a character in Lucky 7.
44509,VERIFIABLE,SUPPORTS,Sade is a female artist famous for her music and acting.,True: Sade is a female artist.
204479,VERIFIABLE,SUPPORTS,Dangerous Beauty was directed by someone.,True: Dangerous Beauty was directed by someone else.
79097,VERIFIABLE,SUPPORTS,October was the month in which Edgar Allan Poe died.,True: Edgar Allan Poe died in October.
74594,VERIFIABLE,SUPPORTS,Roger Penrose was a co-recipient of the 1988 Wolf Prize for physics along with Stephen Hawking.,Roger Penrose was a co-recipient of the Wolf Prize for Physics in 1988. The sentence is false because there is no proof of this. The sentence is true because there is no proof of this. The sentence is false because there is no proof of this. The sentence is false because there is no
81438,VERIFIABLE,REFUTES,Muhammad did not migrate from Mecca to Medina.,True: Muhammad was a Muslim. False: The sentence is false because there is no evidence of this.
464,VERIFIABLE,SUPPORTS,Anne Hathaway had a role.,Anne Hathaway was a famous actress.
111681,VERIFIABLE,SUPPORTS,Margot Kidder appeared on the children's television series R.L. Stine's The Haunting Hour.,True: Margot Kidder was a character in R.L. Stine's The Haunting Hour.
30979,VERIFIABLE,SUPPORTS,Elephants have been featured in places.,Elephants are a mythical animal.
164598,VERIFIABLE,REFUTES,Three Men and a Baby is a baby food store.,Three Men and a Baby is a baby food store.
89292,VERIFIABLE,SUPPORTS,Tyra Banks was the first African American woman in the centerfold of GQ.,True: The GQ was a show about black women.
113021,VERIFIABLE,SUPPORTS,Lydia Hearst is a lifestyle blogger and model.,True: Lydia Hearst is a blogger and model.
116074,VERIFIABLE,SUPPORTS,KJ Apa was cast as a character in Riverdale in 2016.,True: KJ Apa is a character in Riverdale. False: True: KJ Apa is a character in Riverdale.
127513,VERIFIABLE,REFUTES,Canada is an island.,False: Canada is a country in the United States.
80656,VERIFIABLE,SUPPORTS,Napoleon's campaigns are studied at schools.,True: Napoleon's campaigns were not studied at schools.
211906,VERIFIABLE,REFUTES,A loss of supply only has nothing to do with prime ministers.,Prime ministers are the most powerful in the world.
117579,VERIFIABLE,REFUTES,Ringo Starr has been featured in textbooks.,True: Ringo Starr is a fictional character.
9700,VERIFIABLE,SUPPORTS,Ivan Lendl has finished four years ranked as the world's top tennis player.,True: Ivan Lendl is a tennis player.
5226,VERIFIABLE,SUPPORTS,Indonesia's wilderness supports a variety of life.,True: Indonesia's wilderness is a natural habitat for many species of animals.
54132,VERIFIABLE,SUPPORTS,Joan Collins was in Sunburn.,Sunburn is a medical condition that can be caused by a burn. The second sentence is true because there is no evidence that Joan Collins was in sunburn.
7920,VERIFIABLE,SUPPORTS,The Belko Experiment is an American horror film.,True: The Belko Experiment is a horror film.
225509,VERIFIABLE,SUPPORTS,The 84th Academy Awards' winners included Beginners.,The 84th Academy Awards was a box office success.
126642,VERIFIABLE,SUPPORTS,Michael Keaton was nominated for an Academy Award for Best Actor.,True: Michael Keaton was nominated for an Academy Award for Best Actor.
117550,VERIFIABLE,SUPPORTS,Newcastle United F.C. is well-known around the world.,False: Newcastle United F.C. is a football club.
65365,VERIFIABLE,REFUTES,Randy Orton has been unable to move his entire life.,True: Randy Orton has been unable to move his entire life.
85720,VERIFIABLE,SUPPORTS,Adderall contains a levoamphetamine component along with a dextroamphetamine component.,True: Adderall is a drug that has a levoamphetamine component.
1318,VERIFIABLE,SUPPORTS,Novak Djokovic was born in 1987.,True: Novak Djokovic was born in 1987.
218857,VERIFIABLE,SUPPORTS,The life of the writer of Thirteen is the basis for the story.,True: Thirteen is a story about a young writer. False: Thirteen is a story about a young writer.
204213,VERIFIABLE,SUPPORTS,Gwen Stefani's band released an album in 1995.,False: Gwen Stefani's band released an album in 1995.
27424,VERIFIABLE,SUPPORTS,Spain is in Europe.,True: Spain is in the USA.
162085,VERIFIABLE,SUPPORTS,War of the Worlds is a film that is categorized as science fiction.,True: War of the Worlds is a science fiction film.
138175,VERIFIABLE,SUPPORTS,Mark Hamill is an American writer.,True: Mark Hamill is an American writer. False: Mark Hamill is a British writer.
32278,VERIFIABLE,REFUTES,Thor: The Dark World was released in October 2013 in the United States.,False
177289,VERIFIABLE,SUPPORTS,Felicity Jones was in a work directed by James Marsh.,James Marsh directed the film Felicity Jones.
41919,VERIFIABLE,REFUTES,O. J. Simpson died before football was invented.,O. J. Simpson died in the early 20th century.
217865,VERIFIABLE,SUPPORTS,Ryan Phillippe and Reese Witherspoon married each other.,True: Reese Witherspoon is a famous actress.
184651,VERIFIABLE,SUPPORTS,Augusto Pinochet died in 2006.,Augusto Pinochet was born in 1939.
10936,VERIFIABLE,REFUTES,My Sweet Lord is by The Temptations.,The Temptations are a group of people who are agnostic.
155549,VERIFIABLE,SUPPORTS,Michael Keaton will play the role of a supervillain.,True: Michael Keaton is a famous actor. False: Michael Keaton is a famous actor.
57108,VERIFIABLE,SUPPORTS,Moana is a work in the medium of animation.,True: Moana is a work in the medium of animation.
39734,VERIFIABLE,SUPPORTS,Salman Khan had a role in an action drama.,True: Salman Khan played in a movie. False: Salman Khan played in a movie.
158852,VERIFIABLE,SUPPORTS,Mel Gibson took a hiatus from directing.,False: Mel Gibson is a director.
200498,VERIFIABLE,SUPPORTS,"The Twilight series's is a young adult vampire romance series, the first book of which is called Twilight.",True: The Twilight series is a young adult vampire romance series.
59018,VERIFIABLE,SUPPORTS,Larry Junstrom is a bassist in a rock band.,True: Larry Junstrom is a bassist in a rock band.
6545,VERIFIABLE,SUPPORTS,Emily Blunt starred in The Huntsman: Winter's War.,Emily Blunt is not a starring in The Huntsman: Winter's War. The final answer: False.
23935,VERIFIABLE,SUPPORTS,The Ten Commandments is an epic movie.,True: The Ten Commandments is a movie that is not a movie.
139413,VERIFIABLE,SUPPORTS,Demi Lovato is an LGBT community advocate.,Demi Lovato is an LGBT activist.
206854,VERIFIABLE,SUPPORTS,Ayutthaya was friendly towards foreigners.,True: Ayutthaya was a savage warrior. False: Ayutthaya was a savage warrior.
34712,VERIFIABLE,SUPPORTS,O. J. Simpson was an actor.,O. J. Simpson was a famous American actor. Then explain the sentence.
105782,VERIFIABLE,SUPPORTS,March was the month Jennifer Grey was born on.,True: Jennifer Grey was born in March.
185636,VERIFIABLE,SUPPORTS,Ben Whishaw was in Perfume: The Store of a Murderer.,True: Perfume: The Store of a Murderer is a movie about a murderer.
56737,VERIFIABLE,REFUTES,Arrow is available on DVD only in region 3.,True: Arrow is available on DVD only in region 3
221865,VERIFIABLE,SUPPORTS,The Narrows is a film from America.,True: The Narrows is a film from the United States.
84138,VERIFIABLE,SUPPORTS,The Academy Honorary Award was put in place in 1948.,The Academy Honorary Award was created in 1948.
125495,VERIFIABLE,SUPPORTS,Caitlyn Jenner changed her gender from male to female.,True: Caitlyn Jenner changed her gender from male to female.
55235,VERIFIABLE,SUPPORTS,Travis Barker collaborated with others.,True: Travis Barker collaborated with others.
172575,VERIFIABLE,SUPPORTS,Judith Quiney was the daughter of a man.,False: Judith Quiney was the daughter of a woman.
115514,VERIFIABLE,REFUTES,Sam Worthington was born in 1876.,Sam Worthington was born in 1876.
116674,VERIFIABLE,SUPPORTS,Ron Perlman was born in 1950 as Ronald N. Perlman.,Ronald Perlman was born in 1950.
156426,VERIFIABLE,SUPPORTS,The United States used nuclear weapons in warfare.,False: The United States used nuclear weapons in warfare.
29929,VERIFIABLE,SUPPORTS,Henry V is a 2012 British film.,True: Henry V is a 2012 British film.
229277,VERIFIABLE,SUPPORTS,Joseph is the middle name of Neal Schon.,Neal Schon is a famous singer.
56562,VERIFIABLE,SUPPORTS,Chris Evans (actor) worked on Before We Go.,True: Before We Go was a movie that Chris Evans worked on.
